,eventGroupId,displayGroupId,eventGroupName,offerCategoryId,offerCategoryName,subcategoryId,subcategoryName,offerSubcategoryName,offerSubcategoryId,offerLabel,outcomeLabel,oddsAmerican,oddsDecimal,participant
71,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,LA Rams,+280,3.8,LA Rams
72,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,BAL Ravens,-112,1.89285715,BAL Ravens
73,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,DAL Cowboys,-108,1.92592593,DAL Cowboys
74,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-108,1.92592593,
75,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-112,1.89285715,
76,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,BAL Ravens,-118,1.84745763,BAL Ravens
77,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,DAL Cowboys,-102,1.98039216,DAL Cowboys
78,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,KC Chiefs,-105,1.95238096,KC Chiefs
79,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,ATL Falcons,-115,1.86956522,ATL Falcons
80,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
81,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
82,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,KC Chiefs,-175,1.57142858,KC Chiefs
83,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,ATL Falcons,+145,2.45,ATL Falcons
84,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,JAX Jaguars,-110,1.90909091,JAX Jaguars
85,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,BUF Bills,-110,1.90909091,BUF Bills
86,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
87,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
88,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,JAX Jaguars,+190,2.9,JAX Jaguars
89,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,BUF Bills,-230,1.43478261,BUF Bills
90,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,WAS Commanders,-115,1.86956522,WAS Commanders
91,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,CIN Bengals,-105,1.95238096,CIN Bengals
92,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-108,1.92592593,
93,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-112,1.89285715,
94,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,WAS Commanders,+280,3.8,WAS Commanders
95,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,CIN Bengals,-355,1.28169015,CIN Bengals
96,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,DAL Cowboys,-105,1.95238096,DAL Cowboys
97,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NY Giants,-115,1.86956522,NY Giants
98,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
99,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
100,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,DAL Cowboys,-305,1.32786886,DAL Cowboys
101,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NY Giants,+245,3.45,NY Giants
102,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,MIN Vikings,-110,1.90909091,MIN Vikings
103,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,GB Packers,-110,1.90909091,GB Packers
104,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
105,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
106,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,MIN Vikings,+114,2.14,MIN Vikings
107,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,GB Packers,-135,1.74074075,GB Packers
108,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,LA Rams,-115,1.86956522,LA Rams
109,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,CHI Bears,-105,1.95238096,CHI Bears
110,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
111,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
112,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,LA Rams,+142,2.42,LA Rams
113,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,CHI Bears,-170,1.5882353,CHI Bears
114,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,DEN Broncos,-110,1.90909091,DEN Broncos
115,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NY Jets,-110,1.90909091,NY Jets
116,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
117,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
118,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,DEN Broncos,+285,3.85,DEN Broncos
119,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NY Jets,-360,1.27777778,NY Jets
120,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,PHI Eagles,-105,1.95238096,PHI Eagles
121,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,TB Buccaneers,-115,1.86956522,TB Buccaneers
122,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
123,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
124,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,PHI Eagles,-112,1.89285715,PHI Eagles
125,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,TB Buccaneers,-108,1.92592593,TB Buccaneers
126,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,CIN Bengals,-115,1.86956522,CIN Bengals
127,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,CAR Panthers,-105,1.95238096,CAR Panthers
128,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
129,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
130,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,CIN Bengals,-345,1.28985508,CIN Bengals
131,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,CAR Panthers,+275,3.75,CAR Panthers
132,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,JAX Jaguars,-110,1.90909091,JAX Jaguars
133,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,HOU Texans,-110,1.90909091,HOU Texans
134,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
135,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
136,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,JAX Jaguars,+190,2.9,JAX Jaguars
137,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,HOU Texans,-230,1.43478261,HOU Texans
138,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NO Saints,-115,1.86956522,NO Saints
139,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,ATL Falcons,-105,1.95238096,ATL Falcons
140,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
141,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
142,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NO Saints,-108,1.92592593,NO Saints
143,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,ATL Falcons,-112,1.89285715,ATL Falcons
144,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,PIT Steelers,-110,1.90909091,PIT Steelers
145,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,IND Colts,-110,1.90909091,IND Colts
146,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
147,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
148,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,PIT Steelers,-102,1.98039216,PIT Steelers
149,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,IND Colts,-118,1.84745763,IND Colts
150,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,WAS Commanders,-110,1.90909091,WAS Commanders
151,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,ARI Cardinals,-110,1.90909091,ARI Cardinals
152,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
153,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
154,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,WAS Commanders,+180,2.8,WAS Commanders
155,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,ARI Cardinals,-218,1.4587156,ARI Cardinals
156,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,NE Patriots,-105,1.95238096,NE Patriots
157,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,SF 49ers,-115,1.86956522,SF 49ers
158,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
159,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
160,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,NE Patriots,+390,4.9,NE Patriots
161,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,SF 49ers,-520,1.1923077,SF 49ers
162,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,CLE Browns,-110,1.90909091,CLE Browns
163,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,LV Raiders,-110,1.90909091,LV Raiders
164,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
165,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
166,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,CLE Browns,-118,1.84745763,CLE Browns
167,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,LV Raiders,-102,1.98039216,LV Raiders
168,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,KC Chiefs,-105,1.95238096,KC Chiefs
169,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,LA Chargers,-115,1.86956522,LA Chargers
170,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
171,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
172,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,KC Chiefs,-192,1.52083334,KC Chiefs
173,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,LA Chargers,+160,2.6,LA Chargers
174,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,BUF Bills,-110,1.90909091,BUF Bills
175,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,BAL Ravens,-110,1.90909091,BAL Ravens
176,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
177,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
178,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,BUF Bills,+102,2.02,BUF Bills
179,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,BAL Ravens,-122,1.81967214,BAL Ravens
180,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,TEN Titans,-110,1.90909091,TEN Titans
181,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,MIA Dolphins,-110,1.90909091,MIA Dolphins
182,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
183,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
184,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,TEN Titans,+102,2.02,TEN Titans
185,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,MIA Dolphins,-122,1.81967214,MIA Dolphins
186,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,SEA Seahawks,-110,1.90909091,SEA Seahawks
187,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Spread,DET Lions,-110,1.90909091,DET Lions
188,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Over,-110,1.90909091,
189,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Total,Under,-110,1.90909091,
190,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,SEA Seahawks,+164,2.64,SEA Seahawks
191,88808,3,NFL,492,Game Lines,4518,Game,Game,4518,Moneyline,DET Lions,-198,1.50505051,DET Lions
